Oportunidade: Nº da Oportunidade;Empresa;Data de criação;Data de envio proposta;Data de Fechada e Ganha;Data da última modificação;Valor;Fase Comercial;Nome de Nova Venda;Finalidade;Origem;Departamento(s) da oportunidade;Motivo Perdido;Tipo de venda;ERP;Forma de Pagamento;Observações;SKU;Quantidade de itens da cotação;Vendedor
926604;669;01/02/2022;01/02/2022;02/02/2022;22/02/2022;10792,8;Projeto em andamento;NV - 0018781;Uso e consumo;;TELEFONIA;;;;Faturado;Smartphone Samsung Galaxy A32 128GB;2969966925;8;K
926673;2451;01/02/2022;01/02/2022;16/02/2022;16/02/2022;38835;Congelada;NV - 0018791;Revenda;;TELEFONIA;;Cotação;;Boleto;Smartphone Samsung Galaxy S20 Fe 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 6...;3234381205;15;G
926733;364;01/02/2022;01/02/2022;;14/02/2022;683,98;Congelada;NV - 0018800;Uso e consumo;;MÓVEIS - ESCRITÓRIO;;Cotação;;Faturado;Cadeira de escritório giratória preta - Basic+;633434360;2;F
926771;2452;01/02/2022;01/02/2022;16/02/2022;16/02/2022;16485;Congelada;NV - 0018808;Revenda;;TABLETS;;Cotação;;;Tablet Samsung Galaxy A7 Lite 4g 32GB 3GB RAM SM-T225NZAPZTO;3420573366;15;G
926771;2452;01/02/2022;01/02/2022;16/02/2022;16/02/2022;22485;Congelada;NV - 0018809;Revenda;;TABLETS;;Cotação;;;Galaxy Tab A7 Lite (4G) 64GB Grafite;3420573155;15;G
926771;2452;01/02/2022;01/02/2022;16/02/2022;16/02/2022;26985;Congelada;NV - 0018810;Revenda;;TABLETS;;Cotação;;;"Tablet Samsung Galaxy A7 64GB Wi-Fi 4G Tela 10.4"" Android Octa-Core 2....";2098827144;15;G
926779;733;01/02/2022;01/02/2022;16/02/2022;16/02/2022;11193;Congelada;NV - 0018814;Revenda;;TELEFONIA;;Cotação;;;Smartphone Motorola Moto G20 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB R...;3805072757;7;G
926770;2453;01/02/2022;01/02/2022;16/02/2022;16/02/2022;11017,6;Congelada;NV - 0018805;Revenda;;ELETROPORTÁTEIS;;Cotação;;;Secador de Cabelo Taiff Fox Íon 3 2 Velocidades Rose - 2200W;131018171;22;G
926770;2453;01/02/2022;01/02/2022;16/02/2022;16/02/2022;10980,47;Congelada;NV - 0018806;Revenda;;ELETROPORTÁTEIS;;Cotação;;;Secador de Cabelo Taiff Vulcan Grafite - 2400W;132501907;17;G
926788;2225;01/02/2022;01/02/2022;17/02/2022;17/02/2022;239808,1;Congelada;NV - 0018817;Revenda;;PCS;;Cotação;;Boleto;Notebook Acer Aspire 3 A315-56-30xl Intel Core I3-1005g1 8GB 1TB HD Te...;4209706944;74;G
926788;2225;01/02/2022;01/02/2022;17/02/2022;17/02/2022;221626,3;Congelada;NV - 0018818;Revenda;;PCS;;Cotação;;Boleto;Notebook Samsung Book Intel Core I3-1115G4 4GB 1TB W10 FHD 15.6'' Cinz...;3081357861;74;G
926800;1876;01/02/2022;01/02/2022;16/02/2022;17/02/2022;12743,97;Congelada;NV - 0018819;Revenda;;TELEFONIA;;Cotação;;Boleto;"iPhone 11 Apple (64GB) Branco Tela 6,1"" 4G Câmera 12MP iOS";1614132374;3;G
926800;1876;01/02/2022;01/02/2022;16/02/2022;17/02/2022;12443,97;Congelada;NV - 0018820;Revenda;;TELEFONIA;;Cotação;;Boleto;"iPhone 11 Apple (64GB) Preto Tela 6,1"" 4G Câmera 12MP iOS";1611315984;3;G
926800;1876;01/02/2022;01/02/2022;16/02/2022;17/02/2022;23495;Congelada;NV - 0018821;Revenda;;TELEFONIA;;Cotação;;Boleto;"iPhone 11 Apple (128GB) Branco tela 6,1"" Câmera 12MP iOS";1611324805;5;G
926806;469;01/02/2022;01/02/2022;17/02/2022;17/02/2022;149900;Congelada;NV - 0018824;Revenda;;TABLETS;;Cotação;;Boleto;Galaxy Tab A7 Lite (4G) 64GB Grafite;3420573155;100;G
926806;469;01/02/2022;01/02/2022;17/02/2022;17/02/2022;124899;Congelada;NV - 0018825;Revenda;;TABLETS;;Cotação;;Boleto;Tablet Samsung Galaxy A7 Lite Wifi 64GB 4GB RAM SM-T220NZAUZTO;3420720338;100;G
926801;2454;01/02/2022;01/02/2022;14/02/2022;16/02/2022;7699,59;Projeto em andamento;NV - 0018822;Uso e consumo;;TELEFONIA;;Cotação;;Cartão de Crédito;Smartphone Samsung Galaxy A03 Core 32GB 4G Wi-Fi Tela 6.5'' Dual Chip ...;4342102701;12;C
926822;2345;01/02/2022;01/02/2022;17/02/2022;17/02/2022;16249,95;Congelada;NV - 0018831;Revenda;;PCS;;Cotação;;;Notebook Acer Aspire 3 Intel Core i3-1005G1 8GB 512GB SSD W10 15,6'' A...;3735745038;5;G
931236;2391;09/02/2022;01/02/2022;09/02/2022;09/02/2022;3944,57;Projeto em andamento;NV - 0019301;Uso e consumo;;TELEFONIA;;;;Faturado;"iPhone 11 Apple (64GB) Preto Tela 6,1"" 4G Câmera 12MP iOS";1611315984;1;K
931236;2391;09/02/2022;01/02/2022;09/02/2022;09/02/2022;6339,1;Projeto em andamento;NV - 0019302;Uso e consumo;;TELEFONIA;;;;Faturado;Apple iPhone 13 128GB iOS 5G Wi-Fi Tela 6.1'' Câmera Dupla 12MP - Meia;3919417661;1;K
918507;2455;17/01/2022;01/02/2022;;10/02/2022;19499,35;Congelada;NV - 0017961;Uso e consumo;;MÓVEIS - ESCRITÓRIO;;Cotação;;Faturado;Cadeira de Escritório Giratória com Regulagem de Altura Preta - Office Basics;1248669162;1;F
924206;129;27/01/2022;01/02/2022;;03/02/2022;19236,6;Congelada;NV - 0018503;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Faturado;Webcam Lenovo 300 Full Hd 1080p Com Microfone Integrado Gxc1b34793;2783457188;90;F
926373;2372;01/02/2022;01/02/2022;;16/02/2022;4065,8;Congelada;NV - 0018745;Uso e consumo;;AUDIO;;Cotação;;Faturado;Headset com Fio USB Logitech H390 com Almofadas em Couro Controles de Áudio Integrado e Microfone com Redução de Ruído;119689571;20;C
926373;2372;01/02/2022;01/02/2022;;16/02/2022;706,2;Congelada;NV - 0018748;Uso e consumo;;AUDIO;;Cotação;;Faturado;Adaptador Hdmi Para Vga Dell;1752939475;5;C
926373;2372;01/02/2022;01/02/2022;;16/02/2022;499,95;Congelada;NV - 0018749;Uso e consumo;;AUDIO;;Cotação;;Faturado;Conversor Displayport Macho X Vga 1080p Femea - Wi369;1704753465;5;C
926373;2372;01/02/2022;01/02/2022;;16/02/2022;1557,96;Congelada;NV - 0018752;Uso e consumo;;AUDIO;;Cotação;;Faturado;SSD Kingston A400 240GB - 500mb/s para Leitura e 350mb/s para Gravação - Sa400s37;133764426;4;C
926380;1269;01/02/2022;01/02/2022;02/02/2022;02/02/2022;127379,7;Congelada;NV - 0018746;Revenda;;TELEFONIA;;Cotação;;Boleto;"iPhone 11 Apple (64GB) Branco Tela 6,1"" 4G Câmera 12MP iOS";1614132374;30;G
926290;2355;01/02/2022;01/02/2022;;08/02/2022;26144,79;Congelada;NV - 0018728;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Faturado;Frigobar Consul 117L CRC12;119934628;21;E
926289;2215;01/02/2022;01/02/2022;;16/02/2022;664,05;Congelada;NV - 0018727;Uso e consumo;;TELEFONIA;;;;;1Smartphone Samsung Galaxy A02 32GB;2891924716;1;K
926317;569;01/02/2022;01/02/2022;;16/02/2022;4649;Congelada;NV - 0018740;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Faturado;Ar Condicionado Split Inverter Samsung 22000 BTUs WindFree Quente/Frio AR24TSHCBWKNAZ - 220v;2615393509;1;C
926303;2347;01/02/2022;01/02/2022;28/03/2022;28/03/2022;2061,49;Projeto em andamento;NV - 0018735;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Faturado;Secadora BSR10 10 kg Piso Branca - Brastemp 220V;108465117;1;C
926521;47;01/02/2022;01/02/2022;;02/02/2022;949,99;Congelada;NV - 0018767;Uso e consumo;;AUDIO;;Cotação;;Faturado;Caixa de Som Amplificada Mondial CM-700 Bluetooth;3019561060;1;C
926522;2456;01/02/2022;01/02/2022;02/02/2022;02/02/2022;1234,9;Projeto em andamento;NV - 0018769;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;10 Churrasqueira Elétrica Cadence GRL810 Grill Men;134362875;10;C
926395;2457;01/02/2022;01/02/2022;;16/02/2022;37484,85;Congelada;NV - 0018754;Uso e consumo;;TABLETS;;Cotação;;;"Tablet Samsung Galaxy S6 Lite 64GB Wi-Fi 4G Tela 10.4"" Android Octa-Co...";1720331801;15;C
926408;99;01/02/2022;01/02/2022;02/02/2022;02/02/2022;4313,92;Projeto em andamento;NV - 0018756;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;"Smart TV LG 24"" LED 24TL520S - 24"" Monitor Wi-Fi WebOS 3.5 DTV Machine Ready";1708933463;4;K
926425;99;01/02/2022;01/02/2022;15/02/2022;15/02/2022;10827,12;Projeto em andamento;NV - 0018758;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Faturado;Lava e Seca Samsung 3 em 1 WD4000 Ecobubble e Lavagem a Seco WD11M4453JW Branca 11/7 kg - 110v;1479893882;3;K
926425;99;01/02/2022;01/02/2022;15/02/2022;15/02/2022;0;Projeto em andamento;NV - 0018760;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Faturado;Secadora Samsung DV6800 Elétrica Porta Crystal Blue DV12K6800EW Branca 12Kg - 220V;1473959300;2;K
926438;99;01/02/2022;01/02/2022;;16/02/2022;204,08;Congelada;NV - 0018761;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;Cafeteira Inox 30 Temp - 220V;122059422;1;K
925664;2444;31/01/2022;01/02/2022;;18/02/2022;1234,99;Congelada;NV - 0018619;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Faturado;Frigobar Philco 123L PFG125B - 110v;3154716870;1;F
925664;2444;31/01/2022;01/02/2022;;18/02/2022;3039,99;Congelada;NV - 0018620;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Faturado;Geladeira Consul Frost Free Duplex CRM50 410L Espaço Flex Branca com Controle Interno de Temperatura - 110v;3152845070;1;F
926042;2458;31/01/2022;01/02/2022;;15/02/2022;40573,6;Congelada;NV - 0018690;Uso e consumo;;PCS;;Cotação;;;Notebook Dell Inspiron I15-3501-A46P Intel Core I5 8GB 256GB SSD W10 H...;3716186496;10;F
926072;468;31/01/2022;01/02/2022;04/02/2022;16/02/2022;94996;Projeto em andamento;NV - 0018694;Uso e consumo;;AUDIO;;Cotação;;Faturado;400 Fone De Ouvido Bluetooth Philco;1827131279;400;C
925701;385;31/01/2022;01/02/2022;25/03/2022;25/03/2022;10527,3;Congelada;NV - 0018638;Uso e consumo;;TELEFONIA;;Cotação;;Faturado;Smartphone Samsung Galaxy S21 128GB 5G Wi-Fi Tela 6.2'' Dual Chip 8GB RAM Câmera Tripla + Selfie 10MP - Cinza;2875240402;3;K
926098;163;31/01/2022;01/02/2022;;16/02/2022;157,32;Congelada;NV - 0018703;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;;Cafeteira Dolce Arome Inox 220v;133817778;1;K
925749;2459;31/01/2022;01/02/2022;12/07/2022;12/07/2022;2058,9;Fechada e Perdida;NV - 0018648;Uso e consumo;;ELETRODOMESTICOS;Cliente - Desistência da compra;Cotação;;Faturado;Refrigerador Electrolux 1 Porta RE31 240 Litros Branco - 110v;111957489;1;K
926117;672;31/01/2022;01/02/2022;02/02/2022;22/02/2022;17054,57;Projeto em andamento;NV - 0018708;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Faturado;"1 MacBook Pro Apple 13,3"" Intel Core i5";1747786321;1;K
926114;299;31/01/2022;01/02/2022;11/02/2022;11/02/2022;2399,98;Projeto em andamento;NV - 0018707;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;TV LED 32'' Philco PTV32G50D HD com Conversor e Receptor Digital 2 HDMI 1 USB - Preto;134574798;2;K
926022;4;31/01/2022;01/02/2022;03/02/2022;22/02/2022;349,6;Projeto em andamento;NV - 0018687;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;2 C-37ji 30x - Cafeteira Dolce Arome Inox 220v;133817778;2;K
926022;4;31/01/2022;01/02/2022;03/02/2022;22/02/2022;359,89;Projeto em andamento;NV - 0018688;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;2 Liquidificador Mondial L-1200 Ri Turbo Inox;133659829;2;K
925986;471;31/01/2022;01/02/2022;;16/02/2022;2754,99;Congelada;NV - 0018684;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;2 Máquina de Lavar Brastemp 15kg;134219956;2;K
926267;364;01/02/2022;01/02/2022;;16/02/2022;683,98;Congelada;NV - 0018711;Uso e consumo;;MÓVEIS - ESCRITÓRIO;;Cotação;;Faturado;2 Cadeira de escritório giratória preta;633434360;2;C
926268;2355;01/02/2022;01/02/2022;;08/02/2022;6440,97;Congelada;NV - 0018713;Uso e consumo;;"ELETRODOMESTICOS; ELETRONICOS (TVs); TELEFONIA";;Cotação;;Faturado;Refrigerador Consul Facilite CRB39 342 Litros Compartimento Extra Frio Branco 110v;5102731;3;E
926268;2355;01/02/2022;01/02/2022;;08/02/2022;2146,99;Congelada;NV - 0018714;Uso e consumo;;"ELETRODOMESTICOS; ELETRONICOS (TVs); TELEFONIA";;Cotação;;Faturado;Refrigerador Consul Facilite CRB39 342 Litros Compartimento Extra Frio Branco 220v;5102731;1;E
926268;2355;01/02/2022;01/02/2022;;08/02/2022;4022,97;Congelada;NV - 0018718;Uso e consumo;;"ELETRODOMESTICOS; ELETRONICOS (TVs); TELEFONIA";;Cotação;;Faturado;Samsung Smart TV LED 40'' Tizen FHD 40T5300 2020 com WIFI HDR para Brilho e Contraste e Plataforma Tizen;1704351010;2;E
926268;2355;01/02/2022;01/02/2022;;08/02/2022;4277,8;Congelada;NV - 0018716;Uso e consumo;;"ELETRODOMESTICOS; ELETRONICOS (TVs); TELEFONIA";;Cotação;;Faturado;Forno micro-ondas Electrolux MTD30 20 litros 220v;119757801;9;E
926268;2355;01/02/2022;01/02/2022;;08/02/2022;8399,97;Congelada;NV - 0018720;Uso e consumo;;"ELETRODOMESTICOS; ELETRONICOS (TVs); TELEFONIA";;Cotação;;Faturado;"Smart TV 50"" UHD Samsung 4k 50AU7700 Processador Crystal 4k Tela Sem Limites Visual Livre de Cabos Alexa Built In";3069506190;3;E
926268;2355;01/02/2022;01/02/2022;;08/02/2022;1599,99;Congelada;NV - 0018723;Uso e consumo;;"ELETRODOMESTICOS; ELETRONICOS (TVs); TELEFONIA";;Cotação;;Faturado;Smart TV LED 32'' Samsung Tizen HD 32T4300 2020 - WIFI, HDR para Brilho e Contraste com Plataforma Tizen 2 HDMI 1 USB - Preta;1618074634;1;E
926268;2355;01/02/2022;01/02/2022;;08/02/2022;809,1;Congelada;NV - 0018726;Uso e consumo;;"ELETRODOMESTICOS; ELETRONICOS (TVs); TELEFONIA";;Cotação;;Faturado;"Smartphone Motorola Moto E7 64GB Dual Chip Android 10 Tela 6.5"" Helio G25 Helio G25 (2,0 GHz Octa-Core) Câmera 48MP+2MP - Cobre";2910438933;1;E
925892;715;31/01/2022;01/02/2022;;16/02/2022;1044,05;Congelada;NV - 0018664;Uso e consumo;;TABLETS;;Cotação;;Faturado;Tablet Samsung Galaxy A7 Lite 4g 32GB 3GB RAM SM-T225NZAPZTO;3420573366;1;K
925903;2460;31/01/2022;01/02/2022;08/02/2022;08/02/2022;16386,81;Projeto em andamento;NV - 0018670;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;Seladora Elétrica a Vácuo 110v - Fun Kitchen;134155711;69;K
925901;554;31/01/2022;01/02/2022;08/02/2022;22/02/2022;473,09;Projeto em andamento;NV - 0018668;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;1 Forno micro-ondas Electrolux;119757801;1;K
925901;554;31/01/2022;01/02/2022;08/02/2022;22/02/2022;2032,99;Projeto em andamento;NV - 0018669;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;Geladeira branca brastemp ou electrolux - 1 porta - 280 litros;111957462;1;K
927024;2461;02/02/2022;02/02/2022;02/02/2022;08/02/2022;34518,48;Projeto em andamento;NV - 0018835;Uso e consumo;;PCS;;Cotação;;Transferência à vista;iMac 24'' Apple M1 (8 CPU e 8 GPU) 8GB 512GB Azul;3205092949;2;S
927302;254;02/02/2022;02/02/2022;02/02/2022;22/02/2022;8499,99;Projeto em andamento;NV - 0018871;Uso e consumo;;ELETRONICOS (TVs);;;;Faturado;Smart TV 82'' Samsung;1738809914;1;K
927302;254;02/02/2022;02/02/2022;02/02/2022;22/02/2022;9599,98;Projeto em andamento;NV - 0018872;Uso e consumo;;ELETRONICOS (TVs);;;;Faturado;"Smart TV 70"" UHD Samsung 4k";3069544719;2;K
927302;254;02/02/2022;02/02/2022;02/02/2022;22/02/2022;949,98;Projeto em andamento;NV - 0018881;Uso e consumo;;ELETRONICOS (TVs);;;;Faturado;Forno micro-ondas Electrolux MTO30 Branco 20L - 110v;2399170457;2;K
927316;2462;02/02/2022;02/02/2022;17/02/2022;17/02/2022;9325;Congelada;NV - 0018874;Revenda;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;Receptor Android Conversor Digital TV Streaming Box 4K Elsys ETRI02;2030997251;25;G
927064;1269;02/02/2022;02/02/2022;02/02/2022;10/10/2022;27936,24;Fechada e Perdida;NV - 0018841;Revenda;;TELEFONIA;Cliente - Preço;Cotação;;Boleto;Apple iPhone 13 Pro Max 128GB iOS 5G Wi-Fi Tela 6.7'' Câmera Tripla 12MP + Sensor LiDAR - Prateado;3919420297;3;G
927064;1269;02/02/2022;02/02/2022;02/02/2022;10/10/2022;55872,48;Fechada e Perdida;NV - 0018842;Revenda;;TELEFONIA;Cliente - Preço;Cotação;;Boleto;Apple iPhone 13 Pro Max 128GB iOS 5G Wi-Fi Tela 6.7'' Câmera Tripla 12MP + Sensor LiDAR - Azul-Sierra;3919535537;6;G
927064;1269;02/02/2022;02/02/2022;02/02/2022;10/10/2022;55872,48;Fechada e Perdida;NV - 0018843;Revenda;;TELEFONIA;Cliente - Preço;Cotação;;Boleto;Apple iPhone 13 Pro Max 128GB iOS 5G Wi-Fi Tela 6.7'' Câmera Tripla 12MP + Sensor LiDAR - Dourado;3919528994;6;G
927411;97;02/02/2022;02/02/2022;02/02/2022;02/02/2022;85,49;Projeto em andamento;NV - 0018897;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Faturado;Batedeira Mondial Prática B-44-R 3,6L 3 Velocidades 400w Vermelha;1654947842;1;F
927411;97;02/02/2022;02/02/2022;02/02/2022;02/02/2022;7837,47;Projeto em andamento;NV - 0018898;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Faturado;Geladeira/Refrigerador Consul CRM43 386 Litros Branco - 110v;1843118664;3;F
927411;97;02/02/2022;02/02/2022;02/02/2022;02/02/2022;2370,2;Projeto em andamento;NV - 0018899;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Faturado;Forno micro-ondas Electrolux MTD30 20 litros 110v;119757801;5;F
927504;1611;02/02/2022;02/02/2022;17/02/2022;17/02/2022;44100;Congelada;NV - 0018913;Revenda;;ELETROPORTÁTEIS;;Cotação;;;Aspirador De Pó Philco Ph1100 Rapid Turbo 2 em 1 Vermelho 1000W - 110V;133187761;300;G
927521;2085;02/02/2022;02/02/2022;17/02/2022;17/02/2022;19920;Congelada;NV - 0018915;Revenda;;ELETROPORTÁTEIS;;Cotação;;;Purificador de Água Pure 4x Electrolux Grafite PE12G Bivolt;2875670701;30;G
927521;2085;02/02/2022;02/02/2022;17/02/2022;17/02/2022;10990;Congelada;NV - 0018914;Revenda;;ELETROPORTÁTEIS;;Cotação;;;Cafeteira Expresso Oster PrimaLatte 19 Bar Vermelho - 1170W;131017486;10;G
927521;2085;02/02/2022;02/02/2022;17/02/2022;17/02/2022;12399,8;Congelada;NV - 0018916;Revenda;;ELETROPORTÁTEIS;;Cotação;;;Purificador de Água Pure 4x Electrolux Branco PE12B Bivolt;2877991277;20;G
927547;735;02/02/2022;02/02/2022;;16/02/2022;67140;Congelada;NV - 0018923;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;Monitor Dell 21,5 E2222HS Preto;4342682478;60;C
915558;364;11/01/2022;02/02/2022;03/02/2022;22/02/2022;1089,32;Projeto em andamento;NV - 0018876;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;Cafeteira Single Caf211 Vermelha Cadence 127;133754551;9;F
927084;166;02/02/2022;02/02/2022;11/02/2022;14/02/2022;31036,5;Projeto em andamento;NV - 0018844;Uso e consumo;;TELEFONIA;;Cotação;;Faturado;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Azul;3586826571;30;S
927084;166;02/02/2022;02/02/2022;11/02/2022;14/02/2022;64581;Projeto em andamento;NV - 0018845;Uso e consumo;;TELEFONIA;;Cotação;;Faturado;"iPhone SE Apple (128GB) Preto Tela 4,7"" 4G Câmera 12MP iOS";2449595294;20;S
927096;2463;02/02/2022;02/02/2022;08/02/2022;08/02/2022;76470;Projeto em andamento;NV - 0018853;Uso e consumo;;TELEFONIA;;Cotação;;Cartão de Crédito;iPhone SE 64gb - Branco - bra;2449898703;30;C
926608;238;01/02/2022;02/02/2022;04/02/2022;22/02/2022;4430,61;Projeto em andamento;NV - 0018784;Uso e consumo;;TELEFONIA;;Cotação;;Faturado;"Tablet Samsung Galaxy A7 64GB Wi-Fi Tela 10.4"" Octa-Core 2.0GHz - Graf...";2098828294;3;E
926623;378;01/02/2022;02/02/2022;08/02/2022;22/02/2022;12253,1;Projeto em andamento;NV - 0018785;Uso e consumo;;TABLETS;;Cotação;;Faturado;"1 iPad Air 10,9"" Apple Wi-Fi 64GB Cinza Espacial";2066505044;2;K
926623;378;01/02/2022;02/02/2022;08/02/2022;22/02/2022;3039,98;Projeto em andamento;NV - 0018786;Uso e consumo;;TABLETS;;Cotação;;Faturado;1 Smart Keyboard Folio Apple para iPad Pro de 11;1822637529;2;K
926648;2464;01/02/2022;02/02/2022;03/02/2022;22/02/2022;24273;Projeto em andamento;NV - 0018788;Uso e consumo;;TELEFONIA;;Cotação;;Faturado;"Smartphone Motorola Moto E7 64GB Dual Chip Android 10 Tela 6.5"" Helio ...";2910438933;30;K
926675;675;01/02/2022;02/02/2022;;03/02/2022;1899,98;Congelada;NV - 0018792;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;"Monitor LED 21,5"" Dell SE2216H 1920 x 1080 Full HD - Preto";129679165;2;C
929870;163;07/02/2022;02/02/2022;07/02/2022;22/02/2022;8658;Projeto em andamento;NV - 0019117;Uso e consumo;;PAPELARIA;;;;Faturado;Papel Chamex A4 75g Pacote 500 folhas;5425394;555;K
926775;289;01/02/2022;02/02/2022;;16/02/2022;4844,7;Congelada;NV - 0018811;Uso e consumo;;AUDIO;;Cotação;;;30 Fone de Ouvido Bluetooth JBL Tune T115;2736606857;30;K
926562;2465;01/02/2022;02/02/2022;;16/02/2022;6598;Congelada;NV - 0018777;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Faturado;3 Ar Condicionado Split Inverter Samsung 12000 BTUs;2407800165;2;C
926562;2465;01/02/2022;02/02/2022;;16/02/2022;10598;Congelada;NV - 0018778;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Faturado;2 Ar Condicionado Split Inverter Samsung WindFree;2518055508;2;C
929708;2369;07/02/2022;02/02/2022;07/02/2022;22/02/2022;1567,39;Projeto em andamento;NV - 0019110;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;Chaleira Elétrica Inox Oster OCEL550 1,7 Litros - 127v;3833934991;11;E
929708;2369;07/02/2022;02/02/2022;07/02/2022;22/02/2022;854,94;Projeto em andamento;NV - 0019111;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;Chaleira Elétrica Inox Oster OCEL550 1,7 Litros - 220v;3833935628;6;E
927751;2373;03/02/2022;02/02/2022;17/02/2022;17/02/2022;138600;Congelada;NV - 0018947;Revenda;;TABLETS;;Cotação;;;Galaxy Tab S7 FE Preto + Galaxy Buds2 - Preto;4052951140;33;G
931965;2466;10/02/2022;02/02/2022;10/02/2022;22/02/2022;1662,43;Projeto em andamento;NV - 0019393;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Faturado;Teclado E Mouse Sem Fio Dell Pro — Km5221w;3282523546;7;E
926304;2467;01/02/2022;02/02/2022;08/02/2022;08/02/2022;281893,5;Congelada;NV - 0018733;Uso e consumo;;TELEFONIA;;Cotação;;;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB R...;3586824250;270;K
925697;2468;31/01/2022;02/02/2022;;16/02/2022;294,49;Congelada;NV - 0018634;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;01 Forno elétrico;134330751;1;F
925697;2468;31/01/2022;02/02/2022;;16/02/2022;246,98;Congelada;NV - 0018635;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;2 Chaleira Elétrica Cadence;2264551631;2;F
925697;2468;31/01/2022;02/02/2022;;16/02/2022;359,98;Congelada;NV - 0018636;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;2 Sanduicheira E Grill Press Inox;111850382;2;F
925697;2468;31/01/2022;02/02/2022;;16/02/2022;47498;Congelada;NV - 0018637;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;02 multiprocessador;123015835;2;F
925733;312;31/01/2022;02/02/2022;;15/02/2022;550,99;Congelada;NV - 0018645;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;;1 Lavadora de Alta Pressão Kärcher K2 Black 1600Lbs 1200W - 220v;1632633551;1;F
925733;312;31/01/2022;02/02/2022;;15/02/2022;194,74;Congelada;NV - 0018644;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;;1 Aspirador de Pó Philco Ciclone Force 2 em 1 1250W - 110V;134231592;1;F
925733;312;31/01/2022;02/02/2022;;15/02/2022;749,85;Congelada;NV - 0018646;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;;15 garrafões de água 20l;3518733698;15;F
926113;2469;31/01/2022;02/02/2022;;15/02/2022;14147,78;Congelada;NV - 0018706;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;1 iMac 24'' Apple M1;3202982452;1;F
926273;452;01/02/2022;02/02/2022;02/02/2022;02/02/2022;15990;Projeto em andamento;NV - 0018722;Uso e consumo;;TABLETS;;Cotação;;Cartão de Crédito;"Tablet Samsung Galaxy A7 64GB Wi-Fi 4G Tela 10.4"" Android Octa-Core";2098827144;10;C
